age,gender,bmi,activity_level,calories_to_maintain_weight
28,F,25.56266852497952,1.9,2762.1915
20,M,21.460334347644128,1.3,1985.9944000000005
2,F,16.78964809009933,1.9,1786.7828
31,F,27.509494196274748,1.2,1789.4471999999998
28,M,25.41149938682858,1.7,2750.2838
26,M,25.329980336548047,1.7,2772.2155
27,F,25.30858530158089,1.9,2759.6037
40,F,32.56766194710586,1.3,2048.4048
16,F,19.238111132586532,1.5,2000.2065
79,F,36.49889670994728,1.7,2538.3924
16,M,20.261505914372982,1.9,2825.4178
7,M,19.13931826302947,1.3,1244.256
11,M,14.884116871140128,1.2,1509.4488
12,M,15.904132365245903,1.2,1454.2272
23,F,23.75202490963248,1.7,2432.4875
12,M,15.610377536379534,1.3,1673.9866000000002
48,F,36.57277026722031,1.7,2790.0961
36,F,30.734690483011143,1.3,2015.1716
32,F,28.77406517074235,1.2,1820.2704
12,M,14.665509022338142,1.9,2229.8818
39,M,32.46526918885704,1.2,2162.634
3,F,18.23111330906758,1.9,1769.0805
20,M,21.74824190428117,1.7,2614.6
19,F,21.68693822459529,1.3,1817.673
43,M,34.228019650428664,1.2,2206.8696
13,M,18.42488483087405,1.9,2442.5697
79,F,35.7412029833093,1.2,1770.6408
28,F,25.06615930048435,1.7,2449.0659
20,M,21.70664895299898,1.9,2919.8269
5,M,19.385440109360896,1.9,1361.9922
15,M,21.51920690414323,1.7,2552.2916
51,M,36.58226813504957,1.3,2433.6494
15,M,20.339459482832297,1.3,1958.6996
88,M,36.78533194197431,1.7,2762.6513
5,F,14.899192235047302,1.7,1588.7741
26,F,25.022489047227914,1.9,2753.7802
7,F,17.2514551757868,1.7,1849.2073
21,M,21.61443506062373,1.3,1987.4426
42,F,34.63226233033017,1.7,2752.8899
3,F,11.064248983950227,1.7,1607.9756
82,M,36.292632041007295,1.2,1979.742
12,M,17.44686917040908,1.7,2160.8275
43,M,35.13188833266667,1.5,2804.685
16,M,18.828467745819214,1.7,2446.1827
38,F,32.26964923165919,1.3,2051.0789
12,M,16.465987533720163,1.7,2225.096
21,M,21.773446622535047,1.7,2607.4124
32,M,27.62002348941071,1.7,2842.8726
16,F,21.3609507953122,1.3,1779.3061
32,F,27.54845917677831,1.9,2825.1043
43,M,35.22533033809156,1.2,2248.6764
33,F,29.18651183939927,1.3,1982.2049
28,M,25.46261738027332,1.3,2106.4238
15,F,20.16918860849784,1.9,2592.7761
13,M,22.09518317263199,1.2,1556.4263999999998
87,F,35.94058217655715,1.7,2453.865
83,M,36.483146772212834,1.3,2145.4186
43,M,33.86651925282941,1.2,2187.924
51,F,35.96524184238721,1.5,2416.302
8,F,17.28085606950631,1.7,1772.8789999999997
7,F,19.167824702883816,1.9,2040.1687
31,M,27.380849082548227,1.7,2839.4573
28,M,24.88207870042698,1.5,2397.9105
32,F,28.91469901451856,1.3,1976.9711
12,F,16.524940524862483,1.9,2241.4756
40,F,32.710507225479326,1.5,2370.8715
41,M,32.181582529435644,1.2,2132.0376
42,F,34.17772372201393,1.5,2414.5725
32,M,28.178560587383732,1.5,2538.24
24,F,22.67824115942021,1.3,1819.6737
9,M,14.875478830804685,1.7,1459.8631
20,M,21.465468660439623,1.2,1835.0616
8,M,15.46809712451353,1.9,1669.3989
36,F,30.84462403883878,1.3,2018.7778
15,M,20.042718121866457,1.5,2193.5205
38,M,32.192644855446474,1.2,2156.8752
34,F,31.39534352043457,1.5,2364.54
40,F,32.202438339862006,1.5,2351.778
15,M,20.045376306923245,1.2,1779.5844
32,M,28.402378072259022,1.2,2039.5572
19,F,21.27319955705208,1.7,2358.92
30,F,27.635478785122693,1.2,1798.3536
4,M,16.64927988418894,1.9,1502.406
9,M,18.255728407950187,1.7,1582.8173
36,M,31.237735643572652,1.2,2132.79
28,F,25.22890214477828,1.5,2168.3145
16,M,21.453260864161468,1.5,2247.81
34,M,30.90602366244737,1.2,2134.9872
28,F,25.55578408003505,1.5,2181.387
45,F,33.562791987745904,1.5,2367.2115000000003
17,F,20.647845916431653,1.9,2607.0679
9,M,14.075716279794088,1.7,1699.2945
8,M,20.30423841735348,1.7,1644.3981
4,F,19.177206875593956,1.7,1634.7132
12,M,16.57014794130336,1.7,2239.2332
48,M,36.60614537895496,1.3,2459.5779
11,F,17.975333221107054,1.3,1673.0220000000002
42,F,34.95367676894894,1.7,2767.7819
79,F,36.55100472451166,1.2,1793.8956
44,F,35.33671101591683,1.2,1955.9436
56,M,36.828497594528194,1.5,2768.109
20,F,21.64699761510774,1.9,2644.7145
15,M,20.92192094760657,1.9,2852.0767
36,F,31.663890165030686,1.5,2358.87
3,F,18.031895453011696,1.7,1666.4335
2,F,20.014682745594083,1.2,1166.262
50,F,36.1602984482228,1.5,2432.094
38,M,32.35427404071553,1.2,2164.4688
27,M,25.30624232961573,1.3,2106.9425
88,M,35.92711401439611,1.5,2392.923
81,F,36.84235755985671,1.2,1793.8524
16,F,18.14401357557593,1.9,2497.8692
15,F,19.811067969200906,1.5,2038.4625
8,F,15.109736541635924,1.9,1929.5925
28,M,25.018285862691304,1.5,2407.7925
17,F,20.424118842076933,1.9,2593.1276000000003
15,M,20.630386633460933,1.9,2862.4621
27,M,24.849787281184856,1.5,2404.587
31,M,28.49014933894109,1.2,2053.2372
19,F,21.295372738615796,1.3,1804.7861
10,M,15.573849389623852,1.7,2156.9294
25,F,22.70312578261677,1.7,2371.5374
26,F,25.37316837063728,1.2,1750.7424
7,M,15.508777376721346,1.9,1701.26
23,M,22.99190383766673,1.3,2034.6209
31,M,28.33900053097497,1.2,2047.1412
28,F,25.3089460745708,1.7,2462.7458
33,M,28.07907577376757,1.2,2017.0788
38,F,32.550315494939234,1.5,2380.449
20,F,21.661510558588493,1.7,2366.5156
28,M,25.569928489745468,1.5,2439.4575
16,M,20.637033294277217,1.2,1809.78
15,F,19.2995081718238,1.5,2017.869
13,M,17.255869760373084,1.9,2246.142
22,F,22.94472326237623,1.7,2405.2161
19,M,21.490019075270347,1.7,2612.4733
27,F,25.08436570435465,1.9,2750.5996
11,M,18.107338719238104,1.5,1793.7375000000002
24,M,23.53987607089682,1.5,2367.465
5,M,15.91025081803413,1.9,1524.6835
43,M,34.392150508385235,1.2,2215.3404
35,F,30.30329752723351,1.3,2003.7082000000005
9,F,19.956189844420933,1.9,2049.8929
32,F,27.67326560340039,1.5,2235.798
84,F,36.327355900587385,1.7,2491.8583
4,F,19.816651097268966,1.5,1395.9525
86,F,37.07575731416346,1.9,2804.9795
78,M,36.1930904346366,1.7,2845.6912
4,M,13.785688294088596,1.9,1501.0037999999995
37,F,31.494909081528764,1.3,2032.953
14,F,19.483389985123157,1.9,2575.2391
10,F,16.0907259729839,1.5,1741.4685
5,F,21.76834183146706,1.3,1222.7384
3,F,16.40575527447198,1.9,1752.6303
11,M,14.65732714045422,1.2,1502.856
38,F,32.31116012097068,1.3,2052.6415
35,F,30.938070621242552,1.3,2025.0958000000005
8,M,14.417710740911236,1.7,1557.0232
19,F,21.522523056648115,1.3,1811.5071000000005
20,M,21.584143441847235,1.9,2910.5739
3,F,20.822549350400543,1.9,1842.9183
33,F,28.62807994990871,1.3,1961.4257
13,M,18.010577816989258,1.3,1698.4903
27,M,25.01552766352983,1.5,2418.3855000000003
10,M,21.119768344207834,1.5,1972.314
25,M,23.45750435584811,1.5,2353.4025
26,F,25.001810835020272,1.9,2751.8764
11,F,19.930758171101903,1.7,2155.3348
16,F,20.631517812136483,1.2,1641.162
43,F,34.47503800535621,1.5,2417.5275
44,F,33.360220304117604,1.5,2369.151
29,M,25.077596769292047,1.5,2398.836
49,M,36.0535042522712,1.3,2422.1587
11,F,18.31249341586721,1.9,2454.3212
20,M,21.67998953943404,1.3,1998.6733
10,F,21.72278486362643,1.7,2166.7928
8,M,17.458463070198064,1.7,1688.1051
27,M,25.144757638236037,1.5,2423.901
39,F,32.57872738740634,1.3,2056.6624
19,F,21.32443391294785,1.9,2638.5832
32,M,28.390015141787075,1.2,2040.8772
44,F,33.735529385893784,1.3,2064.8056
4,F,19.952177484220737,1.5,1438.629
11,F,16.32920396956538,1.2,1453.7184
24,M,23.35488335093128,1.3,2042.8681
49,F,36.77330887496572,1.3,2134.7482
31,F,29.501084469738004,1.3,2001.9896
8,M,19.197336678240195,1.5,1412.607
45,F,34.96620842552564,1.3,2098.7707
7,F,13.634136079964303,1.5,1545.432
13,F,19.15747943846247,1.7,2011.1408
27,M,25.061311932307927,1.5,2416.2315
12,M,14.986036508872012,1.3,1574.8603
11,M,16.798516677593312,1.2,1579.5768
47,M,36.07038562661776,1.5,2815.674
14,F,19.804886286092877,1.3,1775.2267
7,F,13.84283903579612,1.5,1555.746
14,M,19.319419328956123,1.2,1760.0988
14,F,19.636343427610804,1.5,2009.6535
25,M,23.160322445314915,1.3,2024.3873
83,F,37.1229802257775,1.5,2235.42
8,M,12.603642566514944,1.9,1787.4344999999998
79,M,35.85248219195784,1.2,1986.6168
12,F,17.041266019186192,1.2,1489.2672
21,M,21.75535891901178,1.9,2911.9685
55,M,36.79581879290941,1.5,2779.5015
12,M,13.935568413546635,1.5,1778.127
27,F,25.445042370914575,1.9,2765.5241
21,M,21.311157035785943,1.3,1972.6252
31,F,28.13859060367948,1.3,1957.8702
24,F,23.324229974920232,1.7,2408.5991
40,M,32.49561238175137,1.2,2152.4088
44,F,35.474553679384336,1.5,2446.644
15,M,18.821105684460548,1.3,1848.3114
58,F,36.20328458493853,1.3,2061.1747
45,F,34.87589718986552,1.5,2417.5755
13,F,18.23134751399083,1.5,1902.5835
43,F,35.37660343338291,1.3,2126.3463
17,M,21.11454769420196,1.9,2808.219
21,M,21.66039479027088,1.9,2908.881
75,M,36.035459716617325,1.2,2023.5192
16,M,19.98872061407281,1.2,1786.6008
39,F,32.29418473408103,1.3,2048.4958
62,M,36.21935081672967,1.2,2135.808
43,M,35.04666820606386,1.5,2798.811
27,F,25.38898809983346,1.5,2183.2005
12,M,18.219548446864916,1.9,2487.8543
7,M,16.732373102889618,1.9,1834.0567
7,M,15.221134557666696,1.7,1646.161
20,M,21.32516661268622,1.3,1981.1727
77,F,36.21846018371275,1.5,2242.6605
32,F,28.44752366722923,1.3,1960.8459000000005
28,F,25.56716869507483,1.9,2762.9952
40,M,32.38207870318692,1.2,2148.7572
10,F,15.521909479988514,1.3,1525.264
28,F,25.568109331402816,1.5,2181.5265
43,M,34.259196706970755,1.3,2393.8759
33,M,29.428351471331656,1.2,2079.2784
29,F,25.02798287605676,1.5,2155.3665
26,F,25.489067498940525,1.9,2777.1825
3,F,19.285223177042017,1.3,1245.7978
8,F,15.80127946662392,1.5,1564.9829999999995
8,F,16.323119586542962,1.7,1831.2264
72,M,37.036905227967,1.2,2092.0092
49,M,36.66570199443928,1.3,2454.764
36,F,30.79014283849262,1.3,2014.7023
16,F,20.919820940100664,1.3,1769.0685999999998
8,M,18.69039361798499,1.7,1635.179
40,F,32.579816894359624,1.5,2367.369
19,M,21.721057296219595,1.3,2007.8097
14,M,18.658311210831524,1.5,2168.5275
6,M,13.552257143300675,1.7,1711.3492
20,M,21.323309066101064,1.3,1983.1201
11,M,18.46371768507042,1.7,2243.4781
59,M,36.76840705247916,1.2,2186.55
8,F,19.483829291377504,1.7,1815.9247
28,F,25.31107946149413,1.9,2752.15
32,F,28.864165796779677,1.2,1823.7396
79,F,36.31653806997982,1.2,1786.7568
8,F,18.803123583927142,1.9,2046.3361
42,F,34.78529415854918,1.5,2435.718
44,M,35.46357786676149,1.5,2812.9965
19,M,21.616220477986925,1.3,2004.7599
19,M,21.49368984651623,1.9,2919.3785000000003
86,F,36.3014765030872,1.9,2768.6002
70,F,36.274017469308326,1.2,1838.6196
19,F,21.60732744613486,1.7,2371.7924
6,M,15.820213435047762,1.5,1511.2695
17,F,19.80538676631681,1.5,2012.7945
66,M,36.48657043173661,1.2,2119.2576
31,F,28.16562451091789,1.2,1808.9952
81,F,37.00206193391799,1.2,1795.8611999999998
40,F,32.6928068706916,1.5,2368.785
31,M,28.780339358659592,1.3,2239.7362000000003
41,F,32.36282642753583,1.3,2038.6665
21,M,21.41666313885628,1.9,2889.2977
74,F,36.102598462411095,1.3,1961.6142
35,F,30.145167425517197,1.2,1846.098
81,M,36.750954497895854,1.5,2511.954
30,M,28.051461139607085,1.2,2042.4852
36,F,31.355245634197868,1.3,2035.995
45,M,35.34521337633565,1.5,2798.8905
20,M,21.349294999453942,1.3,1982.7145
41,F,32.52609756506462,1.3,2044.3761
20,M,21.652665624596654,1.3,1996.5803
44,F,34.95651955720941,1.5,2430.309
22,M,23.020522197566205,1.5,2358.423
83,M,36.26743000069651,1.3,2130.8742
7,F,17.588978656641657,1.7,1777.8259999999998
36,F,30.43753028289784,1.3,2005.1577
31,M,27.977357568352947,1.2,2031.8268
23,M,22.928950411970327,1.3,2032.225
20,F,21.520784362088747,1.9,2639.4249
24,M,22.78016003285163,1.7,2634.1415
10,M,21.720656960784083,1.2,1588.926
43,F,34.48234384749032,1.5,2416.2225
84,F,36.92445777009324,1.5,2222.625
29,M,25.161483391698543,1.3,2083.9689000000003
41,M,32.67447964310415,1.2,2154.1692
19,M,21.778713617088677,1.3,2009.3892
32,M,27.98826761334012,1.2,2021.4396
27,F,24.80664532702096,1.7,2449.394
45,F,33.955586493176696,1.5,2382.141
39,F,32.46712879158097,1.5,2366.7795
36,F,31.65725259942721,1.3,2044.7934
82,F,36.55723827605581,1.5,2220.663
14,M,20.413095679331143,1.3,1970.8234
15,F,20.375114546977358,1.9,2591.9344
5,F,14.005263237137852,1.7,1540.0198
74,F,36.37417213216297,1.3,1970.6011
27,F,25.09394144348679,1.9,2751.1202
25,M,22.6774870001436,1.7,2620.0213
21,M,21.488615364147,1.3,1978.5116
39,F,32.41342641848314,1.3,2050.2261
8,M,13.72523143861472,1.9,1924.0198
21,F,21.47605471507432,1.7,2352.052
28,M,25.452955334893467,1.7,2752.0569
4,F,12.075822366154837,1.7,1569.627
2,F,16.410638328387,1.5,1480.7265
42,F,33.8335318286457,1.3,2080.2925
33,M,28.539579885964887,1.2,2040.4188
16,M,18.831374491164475,1.3,1848.1528
12,M,16.874121640777837,1.9,2483.3285
28,F,25.127026618150428,1.5,2164.2075
16,M,20.632120938252797,1.5,2217.9555
36,F,30.30387204288668,1.2,1845.5964
19,F,21.584406980859164,1.3,1812.4288
18,M,21.648071699636844,1.3,2012.4988
16,M,20.308003156809388,1.2,1764.5471999999995
85,M,36.30370679496066,1.5,2442.0435
88,F,36.94629299952495,1.2,1754.9772
29,F,24.79776014504776,1.7,2430.2622
16,F,20.546998639340877,1.2,1624.4712000000002
32,M,27.465239447143286,1.7,2834.2128
13,F,17.920993283681874,1.5,1814.8515
28,F,24.97841723741616,1.7,2446.198
42,M,35.26244090510742,1.5,2827.3095000000003
28,F,25.608796148873783,1.7,2473.9029
4,F,15.934458126903754,1.7,1635.6311999999998
4,F,17.88499069492359,1.7,1543.4844
5,M,18.885571380691797,1.7,1214.8013
37,F,30.226637941265174,1.2,1837.464
33,M,27.94005008550156,1.3,2180.7786
12,M,16.206188367214068,1.3,1664.0663
9,F,15.324294932723804,1.7,1751.4828000000002
14,F,20.27518882533052,1.3,1775.0785
28,M,25.125701416172102,1.3,2092.5957000000003
20,F,21.356481878809053,1.3,1799.8032
39,F,32.62111043359693,1.5,2375.2470000000003
19,F,21.61641316616219,1.7,2371.0546
25,M,22.776602461177934,1.9,2932.5892
13,F,16.915438952275547,1.3,1499.3355
23,M,23.198142220320463,1.3,2043.743
21,F,21.3006549447426,1.9,2618.4356
15,F,20.27307377179492,1.9,2589.6772
8,M,16.662224919971965,1.7,1745.5022
31,M,28.284118851861017,1.2,2043.5736
32,M,28.304135632975434,1.2,2033.9796
8,M,14.949755967872289,1.5,1540.5165
19,F,21.329034030608387,1.7,2359.5337
11,M,20.534848547977692,1.7,2160.1458
49,F,36.74178973399721,1.3,2132.8333
3,M,21.04946301564504,1.7,1236.1278
12,M,16.924470465966653,1.5,1812.4725
21,M,21.690229333657435,1.2,1835.6508
23,M,23.93401236349193,1.5,2398.227
7,F,12.425699431096971,1.5,1556.769
23,M,22.84291798602189,1.7,2648.3739
43,F,34.7905386647864,1.3,2107.3923
7,F,19.59468618067378,1.3,1404.3939000000005
27,M,24.9612124657176,1.5,2412.222
42,M,35.370144645330775,1.3,2453.2118
12,M,19.710454408018524,1.9,2604.7841
81,F,36.7795756442993,1.2,1788.99
20,F,21.466901914871976,1.3,1804.7666
35,M,30.992245423144272,1.2,2128.83
10,F,17.06648007073002,1.5,1745.8004999999998
12,M,17.2039139073614,1.3,1627.3166
39,M,32.22701488432244,1.2,2150.6496
16,M,18.81129853363236,1.3,1828.3252
21,F,21.65376573571423,1.9,2634.0555
13,F,19.081090349401112,1.9,2439.7672
43,M,34.21587997407982,1.3,2388.1494
20,M,21.367282985451677,1.9,2897.082
5,F,23.09707020064993,1.3,1232.3779
26,M,25.16613633522419,1.7,2759.0592
7,M,14.712471391903492,1.9,1801.4033
11,M,17.33678232849034,1.9,2454.8494
4,F,14.55870975252598,1.9,1763.8669
43,M,34.22432952623661,1.3,2392.9191
22,M,23.05335752466281,1.5,2361.993
12,M,15.662277504575302,1.3,1604.1363
76,M,35.915230712188176,1.7,2844.4162
43,F,35.25243045554419,1.3,2120.9162
5,M,21.13518506557889,1.7,1167.1894
49,F,36.34608854858167,1.7,2775.012
3,F,20.979611269025675,1.5,1445.976
4,M,19.318299519440018,1.9,1368.6801999999998
29,F,25.204738582637383,1.5,2160.282
11,F,19.158640037433692,1.9,2383.9167
27,F,24.797262434148195,1.5,2160.4995
17,M,20.79774326945412,1.5,2206.338
10,F,17.098633183504283,1.5,1843.9065
39,M,32.68578536920303,1.3,2350.1114
30,M,28.47548337143668,1.3,2229.4792
43,F,34.24243744779156,1.3,2085.7187
70,F,35.973393333984355,1.2,1828.3344
25,M,23.277654548882225,1.3,2027.337
35,M,30.896843579021333,1.2,2125.8108
18,M,21.295514453385035,1.2,1843.6344
19,M,21.716635250665583,1.3,2010.7113
33,F,29.2783621699496,1.3,1984.9089
27,M,25.334239011614528,1.5,2433.3165
20,F,21.496796620020564,1.7,2360.6761
5,F,14.72948674118718,1.7,1570.3478
3,F,12.92587781350715,1.9,1829.6658
82,F,37.1429272619115,1.2,1794.072
43,M,33.93240197284762,1.3,2376.9265
23,F,23.247812747473287,1.3,1844.791
37,F,30.159098265628057,1.2,1837.068
20,M,21.368752872048443,1.9,2901.3627
56,M,37.09389458303052,1.5,2778.249
37,M,30.59891651682556,1.2,2097.0612
20,M,21.49411581246664,1.9,2908.0298
19,F,21.3767371333641,1.3,1807.6825
38,F,32.638820949889976,1.5,2381.4555
15,F,18.47458970360792,1.9,2515.9515
30,F,27.58077859139393,1.7,2546.2158
13,M,16.54380755368466,1.2,1485.1728
85,F,36.878449498228136,1.2,1770.2016
45,M,35.25280723587097,1.5,2791.2375
43,M,34.98895835415128,1.2,2240.022
12,F,17.805106770379894,1.5,1839.564
63,M,36.87492234795763,1.2,2156.7756
16,F,18.947059385430848,1.5,1999.29
15,F,19.85418557743927,1.5,2034.1365
14,F,20.24181338378888,1.5,2036.835
80,F,36.659443087998405,1.7,2537.5764
42,F,35.495207184010106,1.2,1971.5244
15,M,21.003882415969944,1.9,2825.0701
15,F,20.079170629631815,1.2,1624.1352
15,F,20.26919502107789,1.3,1768.8749
22,F,22.846198883655926,1.3,1836.4151
21,M,21.278322554867195,1.7,2577.9752
53,M,37.02256183640754,1.2,2246.67
12,F,18.745100049110807,1.7,2027.3775
23,F,22.92281464421024,1.7,2397.5423
31,F,28.08125635928424,1.3,1956.7678
47,F,35.75745941214351,1.2,1951.476
15,M,20.66993299628658,1.3,1969.4441
33,F,28.511778009916203,1.2,1806.9996
36,F,30.47587167119673,1.3,2006.4954
49,F,36.11527859746937,1.7,2763.7359
30,F,28.97633673553275,1.3,1990.5652
42,M,34.48862538569127,1.2,2226.8508
8,M,16.130343207126625,1.5,1558.3650000000002
10,F,19.52946085436791,1.5,1950.2475
44,F,33.57120563002542,1.5,2373.762
16,F,19.869709920782608,1.9,2554.9774999999995
2,F,14.671831442265855,1.7,1609.5889
19,M,21.597698337850662,1.9,2926.3629
4,F,14.272594152491672,1.7,1586.5692
12,F,16.42652567172744,1.5,1816.209
30,M,28.709730026552137,1.3,2245.3158
7,M,16.925171471616224,1.9,1933.1037
8,M,13.710117559522292,1.9,1817.6198
27,F,25.36861184536149,1.5,2180.1045
41,M,32.76800739877382,1.2,2156.7456
3,F,14.089725800692865,1.9,1844.6758
19,F,21.483536527510736,1.7,2365.9597
26,M,24.82842605844217,1.5,2416.515
38,F,32.655295652247545,1.5,2383.6725
10,M,14.639358108145077,1.9,2419.9122
2,F,16.351970113655884,1.7,1640.8383
12,F,17.740846888225043,1.5,1752.0375
45,M,35.4885178305716,1.3,2429.7442
68,F,35.71038399289998,1.2,1832.3064
43,M,34.72852524462965,1.3,2412.3372
10,M,21.1660698141824,1.2,1618.326
32,F,28.95304397355101,1.3,1979.7206
7,M,13.54786567303036,1.7,1631.3948
37,M,30.07842277471721,1.3,2248.5827000000004
11,M,17.767461294119258,1.3,1707.7554
31,F,28.207970513725133,1.3,1960.7783
4,F,21.819523950246467,1.5,1422.882
41,M,32.698561421007504,1.2,2157.6348
17,F,20.07024466508093,1.2,1604.7012
22,M,23.703905636250045,1.5,2397.045
14,M,18.111427177573137,1.2,1726.5192
39,F,32.40063990575435,1.3,2050.1988
8,F,17.679955845197505,1.7,1838.9393
32,F,28.904254528014626,1.3,1976.1339
18,F,21.567874918112977,1.7,2379.6838
20,M,21.605461258806724,1.3,1995.8523
38,F,32.57527765010791,1.3,2063.1377
11,M,16.269403255329106,1.5,1831.7205
7,M,13.388830787378756,1.5,1469.2244999999998
7,M,20.46429100790983,1.2,1178.3783999999998
12,F,18.3094739497966,1.9,2400.8799
8,F,12.414331783998112,1.5,1555.3095
3,F,17.205294336245448,1.9,1867.795
43,F,35.46307984374599,1.2,1965.4056
34,F,31.424471946475744,1.5,2366.145
39,F,32.68205032800626,1.3,2060.6144
22,F,22.813339690950773,1.3,1834.6861
15,F,20.03402714349206,1.3,1760.7226
19,F,21.52094585858763,1.3,1811.7398
6,F,14.723020525753125,1.7,1874.5424
7,F,14.778400422446843,1.7,1795.217
43,F,35.23463302828491,1.2,1956.5604
43,F,35.06009398774773,1.3,2116.4585
26,M,25.196272945099917,1.2,1950.3108
43,M,35.01309768107915,1.3,2426.255
33,M,27.442407510101216,1.7,2818.0917
39,M,32.346079415209275,1.2,2158.1628
8,M,14.72932297819616,1.9,1803.556
43,F,35.3406841043607,1.3,2124.811
53,F,36.54301246712562,1.5,2428.4970000000003
44,M,35.522350602505995,1.3,2439.3590000000004
35,F,31.3121274892578,1.5,2354.631
32,F,28.54770218893958,1.2,1814.1912
14,M,18.284590696525512,1.2,1731.0192
22,F,22.72042854641749,1.3,1833.7319
47,M,36.56224430853358,1.3,2462.6940000000004
7,F,13.216228303819502,1.5,1607.6174999999998
32,M,27.35784281530395,1.5,2495.208
28,M,25.03049719699232,1.3,2084.2744
41,F,32.53340373863582,1.5,2359.371
8,F,17.010463422401926,1.7,1852.711
15,F,20.940135323483613,1.9,2619.0455
16,F,21.18399993546954,1.2,1639.8012
24,F,22.75935413172893,1.3,1822.1931
40,F,32.58395763391876,1.5,2366.5815
8,M,16.124893696920644,1.7,1792.4851
28,F,25.30136096250388,1.5,2171.9175
44,M,33.6277480474269,1.2,2173.6428
17,M,19.974557529810088,1.2,1763.556
21,M,21.68758668723789,1.3,1990.4105
90,F,36.1698233700228,1.7,2438.6738
8,F,13.030477279510034,1.7,1798.6153
52,F,36.22373008977468,1.3,2098.0297
39,F,32.62687833377359,1.3,2058.9738
25,F,23.661370424795344,1.3,1847.3169
13,M,18.970831950143296,1.3,1751.8826
11,M,16.487137736671585,1.2,1457.4096
8,M,19.85875839258936,1.2,1154.8344
30,M,28.820936334945724,1.2,2077.6452
17,F,21.02595255068801,1.9,2598.9549
7,F,16.145056190158726,1.5,1637.868
10,M,18.924020548960243,1.9,2361.6449
22,M,23.50215785973402,1.5,2385.936
36,M,30.365359519690237,1.2,2091.8148
36,F,30.4678514164349,1.3,2005.4047
18,F,21.41825390540482,1.3,1813.461
27,F,25.444705690112123,1.5,2183.94
65,M,36.65487369538184,1.2,2132.8428
43,F,34.72716812635368,1.7,2750.6306
13,M,17.312214433250393,1.3,1512.797
20,F,21.4387393757444,1.3,1802.8829
31,M,28.812460061102332,1.2,2066.9004
31,F,29.46818388254812,1.2,1848.9744
18,M,21.430576379891296,1.7,2618.8211
27,M,25.48654762303493,1.5,2440.1910000000003
11,F,14.389534286962816,1.3,1546.1589
17,M,19.29156714195285,1.7,2443.4406
22,F,22.73967184800994,1.3,1832.8206
12,F,22.012010213081403,1.9,2375.4921
28,M,25.29619810608213,1.3,2098.4106
43,M,34.05412829705517,1.2,2197.0188
44,F,35.135336563550155,1.7,2760.0741000000003
44,F,34.976549802468,1.5,2427.645
8,M,17.9921466954855,1.7,1659.1116
12,M,17.354997114450914,1.7,1935.3293
73,F,36.546498574379015,1.3,1979.6374
31,F,27.534636928833304,1.9,2831.3742999999995
27,M,25.24118238675176,1.3,2105.1095
7,F,12.640396702466877,1.7,1784.1873999999998
30,M,28.113487132161072,1.3,2212.5662
45,M,35.262683669235415,1.5,2790.987
15,M,20.17960569917532,1.2,1772.5968
29,M,25.16679128826041,1.5,2407.158
28,M,25.34148373292882,1.5,2427.3885
14,F,18.385840295410784,1.3,1729.0832000000005
28,F,25.33730380330552,1.9,2753.2482
32,F,27.794719061439142,1.9,2834.192
22,M,23.09144043104913,1.5,2361.6435
16,F,20.49001278762401,1.5,2036.6205
15,M,21.41370612167631,1.2,1805.7936
35,F,31.63806441329013,1.5,2364.8655
18,F,21.786862046646995,1.7,2386.9377
39,M,32.59938933933328,1.2,2165.9196
41,F,32.42146958886877,1.5,2354.1735
25,M,22.989707509913124,1.3,2016.1882
43,M,35.01268533287448,1.3,2426.8803
19,M,21.738052055239887,1.3,2008.5793
8,F,14.288131023058844,1.5,1537.0304999999998
35,F,30.659398730717545,1.3,2019.2042
18,M,21.36659485868349,1.2,1847.7564
39,F,32.39958352567796,1.5,2365.0455
27,M,24.78642638504385,1.5,2405.1195
4,F,22.921912985613154,1.3,1240.8539
43,F,33.48883224823914,1.5,2381.3115
18,M,21.29417014231543,1.2,1844.4552
7,M,16.896201648372596,1.9,1729.9443
3,F,19.581717081751243,1.3,1237.1996
15,F,20.227553683949555,1.2,1639.1244
24,M,23.31411285368669,1.3,2039.5479
19,F,21.428942645054114,1.7,2364.2087
44,M,34.219582323652546,1.2,2197.3056
19,M,21.505953906185884,1.3,1998.3093
20,F,21.515016340385923,1.3,1803.7201
16,F,19.96829290175179,1.5,2007.9795
33,M,27.97479993981491,1.3,2179.5917
35,F,30.742817123841505,1.3,2020.2663
16,F,20.11260866781525,1.2,1632.7307999999998
31,M,27.65241213595681,1.5,2517.6825
3,F,14.698761661292112,1.9,1814.9351
8,F,14.581983220769828,1.5,1557.33
7,M,14.524031427679192,1.7,1605.463
16,M,19.70901523528346,1.5,2177.7135
38,F,32.74721599646497,1.5,2386.0695
22,F,23.031295462540825,1.3,1842.1013
40,M,32.241896178197656,1.2,2145.4716
11,F,19.38872185549173,1.9,2419.7773
62,F,35.99145410241734,1.3,2030.1359
12,F,19.11766194789614,1.5,1847.103
10,M,15.93377734663347,1.5,1758.5715
33,M,27.645492632767592,1.3,2167.9047
19,F,21.598599916085952,1.7,2372.061
33,M,27.82573640107994,1.3,2176.1688000000004
42,F,33.86301130176854,1.5,2402.3925
20,M,21.695937499739102,1.2,1843.2396
9,M,16.717721570599736,1.9,1784.3831
21,M,21.46123008493649,1.9,2892.3225
